"city","state","country","geographykey","customerkey","customername","commutedistance"
"Versailles","Yveline","France",209,21539,"Phillip Raman","10+ Miles"
"London","England","United Kingdom",255,21540,"Ross Rubio","0-1 Miles"
"Peterborough","England","United Kingdom",265,21541,"Daisy Gutierrez","10+ Miles"
"Bobigny","Seine Saint Denis","France",220,21542,"Patricia L Vance","5-10 Miles"
"Les Ulis","Essonne","France",211,21543,"Naomi Romero","10+ Miles"
"High Wycombe","England","United Kingdom",240,21544,"Gary E Moreno","10+ Miles"
"York","England","United Kingdom",277,21545,"Michele M Schmidt","0-1 Miles"
"Bottrop","Nordrhein-Westfalen","Germany",155,21546,"Cory B Garcia","10+ Miles"
"Gateshead","England","United Kingdom",238,21547,"Brad E Raje","10+ Miles"
"London","England","United Kingdom",254,21548,"Christy E Chander","10+ Miles"
"Berlin","Hessen","Germany",126,21549,"Jerome J Ruiz","10+ Miles"
"Berlin","Saarland","Germany",163,21550,"Kara L Deng","5-10 Miles"
"Sunbury","Victoria","Australia",39,21551,"Elijah D Butler","2-5 Miles"
"Brisbane","Queensland","Australia",20,21552,"Francis Alvarez","10+ Miles"
"Townsville","Queensland","Australia",27,21553,"Allen Suri","10+ Miles"
"Goulburn","New South Wales","Australia",4,21554,"Molly Rana","10+ Miles"
"Melbourne","Victoria","Australia",35,21555,"Jarrod C Madan","10+ Miles"
"Silverwater","New South Wales","Australia",15,21556,"Gloria G Serrano","10+ Miles"
"Lavender Bay","New South Wales","Australia",6,21557,"Kate Lal","10+ Miles"
"Goulburn","New South Wales","Australia",4,21558,"Nicole A Coleman","10+ Miles"
"Rockhampton","Queensland","Australia",26,21559,"Pedro Malhotra","10+ Miles"
"Melbourne","Victoria","Australia",35,21560,"Kristopher L Lopez","10+ Miles"
"Matraville","New South Wales","Australia",8,21561,"Albert L Navarro","10+ Miles"
"Darlinghurst","New South Wales","Australia",3,21562,"Drew M Jai","10+ Miles"
"Hawthorne","Queensland","Australia",24,21563,"Carla L Mehta","10+ Miles"
"Townsville","Queensland","Australia",27,21564,"Erica A Liu","10+ Miles"
"Caloundra","Queensland","Australia",21,21565,"Sheena J Shan","10+ Miles"
"East Brisbane","Queensland","Australia",22,21566,"Jermaine Garcia","10+ Miles"
"Sydney","New South Wales","Australia",18,21567,"Candace L Sanchez","10+ Miles"
"Gold Coast","Queensland","Australia",23,21568,"Jacquelyn J Hernandez","10+ Miles"
"Lane Cove","New South Wales","Australia",5,21569,"Brendan A Rai","10+ Miles"
"North Ryde","New South Wales","Australia",11,21570,"Barry A Kovár","10+ Miles"
"Matraville","New South Wales","Australia",8,21571,"Darryl K Yang","10+ Miles"
"Malabar","New South Wales","Australia",7,21572,"Randall Ramos","0-1 Miles"
"Rhodes","New South Wales","Australia",14,21573,"Jimmy E Munoz","0-1 Miles"
"Sedro Woolley","Washington","United States",638,21574,"Fernando Lewis","0-1 Miles"
"Fremont","California","United States",322,21575,"Justin Foster","2-5 Miles"
"Oregon City","Oregon","United States",546,21576,"Benjamin Gonzales","2-5 Miles"
"Cliffside","British Columbia","Canada",49,21577,"Tiffany Ma","5-10 Miles"
"Tacoma","Washington","United States",642,21578,"Jordan P Green","5-10 Miles"
"Woodburn","Oregon","United States",553,21579,"Wyatt Jackson","5-10 Miles"
"Langley","British Columbia","Canada",52,21580,"Mariah J Ward","2-5 Miles"
"Westminster","British Columbia","Canada",71,21581,"Rachel C Russell","0-1 Miles"
"Cliffside","British Columbia","Canada",49,21582,"Amber W Roberts","0-1 Miles"
"Casper","Wyoming","United States",653,21583,"Jaclyn M Lal","0-1 Miles"
"Everett","Washington","United States",616,21584,"Gavin W Bryant","2-5 Miles"
"Lebanon","Oregon","United States",543,21585,"Trinity O Gray","2-5 Miles"
"W. Linn","Oregon","United States",552,21586,"Stephanie D Foster","2-5 Miles"
"Bellflower","California","United States",298,21587,"Jenna T Roberts","2-5 Miles"
"Burbank","California","United States",301,21588,"Theodore W Martin","2-5 Miles"
"Port Hammond","British Columbia","Canada",60,21589,"Vanessa Coleman","2-5 Miles"
"Bellingham","Washington","United States",609,21590,"Taylor M Gonzales","2-5 Miles"
"Colma","California","United States",310,21591,"Clayton Goel","0-1 Miles"
"Kirkland","Washington","United States",623,21592,"Christina Reed","0-1 Miles"
"Burbank","California","United States",301,21593,"Marcus H Roberts","0-1 Miles"
"Fremont","California","United States",322,21594,"Brianna Moore","0-1 Miles"
"N. Vancouver","British Columbia","Canada",54,21595,"Juan H Ward","2-5 Miles"
"Woodburn","Oregon","United States",553,21596,"Luke H Wright","0-1 Miles"
"Coronado","California","United States",312,21597,"Jose Jones","0-1 Miles"
"Yakima","Washington","United States",648,21598,"Chloe E Perez","0-1 Miles"
"Salem","Oregon","United States",548,21599,"Sara A Lopez","2-5 Miles"
"Santa Cruz","California","United States",368,21600,"Alexa R Bell","2-5 Miles"
"San Francisco","California","United States",360,21601,"Jacqueline L Bell","2-5 Miles"
"Burien","Washington","United States",612,21602,"Manuel S Malhotra","2-5 Miles"
"Bellingham","Washington","United States",609,21603,"Seth Barnes","0-1 Miles"
"Downey","California","United States",315,21604,"Melanie A Howard","2-5 Miles"
"Burien","Washington","United States",612,21605,"Brittney A Ye","0-1 Miles"
"Edmonds","Washington","United States",614,21606,"Connor W Roberts","0-1 Miles"
"Edmonds","Washington","United States",614,21607,"Bryce I Torres","2-5 Miles"
"Redmond","Washington","United States",634,21608,"David Griffin","2-5 Miles"
"Chula Vista","California","United States",307,21609,"Tabitha Blanco","2-5 Miles"
"Fremont","California","United States",322,21610,"Caleb Edwards","2-5 Miles"
"Woodland Hills","California","United States",385,21611,"Ethan J Wilson","0-1 Miles"
"Salem","Oregon","United States",548,21612,"Spencer J Foster","0-1 Miles"
"Newton","British Columbia","Canada",57,21613,"Caleb G Powell","0-1 Miles"
"Cliffside","British Columbia","Canada",49,21614,"William A Thomas","0-1 Miles"
"Concord","California","United States",311,21615,"Grace J Torres","0-1 Miles"
"Burien","Washington","United States",612,21616,"Carson J Wood","2-5 Miles"
"Corvallis","Oregon","United States",539,21617,"Jennifer Miller","0-1 Miles"
"N. Vancouver","British Columbia","Canada",54,21618,"Elijah Carter","2-5 Miles"
"Woodland Hills","California","United States",385,21619,"Angela Patterson","2-5 Miles"
"Haney","British Columbia","Canada",50,21620,"Mariah Brooks","0-1 Miles"
"N. Vancouver","British Columbia","Canada",54,21621,"Jordan Parker","2-5 Miles"
"Oak Bay","British Columbia","Canada",59,21622,"Ethan R Winston","2-5 Miles"
"Port Orchard","Washington","United States",632,21623,"Connor Diaz","2-5 Miles"
"Tacoma","Washington","United States",642,21624,"Faith L Price","2-5 Miles"
"Woodburn","Oregon","United States",553,21625,"Jennifer T Hall","2-5 Miles"
"Yakima","Washington","United States",648,21626,"Brianna E Garcia","0-1 Miles"
"Burlingame","California","United States",302,21627,"Bailey M Roberts","2-5 Miles"
"Burien","Washington","United States",612,21628,"Kelli T Xu","2-5 Miles"
"Langley","British Columbia","Canada",52,21629,"Thomas Thomas","0-1 Miles"
"Marysville","Washington","United States",627,21630,"Faith Jenkins","2-5 Miles"
"Cliffside","British Columbia","Canada",49,21631,"Martin E Sanchez","10+ Miles"
"Coronado","California","United States",312,21632,"Jaclyn Liang","10+ Miles"
"Puyallup","Washington","United States",633,21633,"Cameron F Zhang","10+ Miles"
"Edmonds","Washington","United States",614,21634,"Arianna Cook","10+ Miles"
"Palo Alto","California","United States",352,21635,"Christian G Lewis","10+ Miles"
"Woodland Hills","California","United States",385,21636,"Katherine Rivera","10+ Miles"
"San Diego","California","United States",359,21637,"Richard I Lewis","2-5 Miles"
"Corvallis","Oregon","United States",539,21638,"Olivia J Harris","2-5 Miles"
"Burien","Washington","United States",612,21639,"Anthony Wilson","10+ Miles"
"Daly City","California","United States",314,21640,"Charles Cooper","2-5 Miles"
"Daly City","California","United States",314,21641,"Kaylee Perez","2-5 Miles"
"Oak Bay","British Columbia","Canada",59,21642,"Alexandra Rodriguez","2-5 Miles"
"Concord","California","United States",311,21643,"Wyatt Diaz","2-5 Miles"
"West Covina","California","United States",383,21644,"Sydney Howard","2-5 Miles"
"Walla Walla","Washington","United States",644,21645,"Spencer Alexander","0-1 Miles"
"Lemon Grove","California","United States",335,21646,"Luis D Bryant","0-1 Miles"
"Bremerton","Washington","United States",611,21647,"Blake Brown","2-5 Miles"
"Burbank","California","United States",301,21648,"Ronnie J Sun","2-5 Miles"
"Concord","California","United States",311,21649,"Keith Nara","2-5 Miles"
"Coronado","California","United States",312,21650,"Cedric Zeng","2-5 Miles"
"Vancouver","British Columbia","Canada",68,21652,"Julia Bell","2-5 Miles"
"San Gabriel","California","United States",361,21653,"Jose Anderson","2-5 Miles"
"Imperial Beach","California","United States",329,21654,"Aidan Barnes","2-5 Miles"
"Newton","British Columbia","Canada",56,21655,"Zachary Bryant","2-5 Miles"
"Victoria","British Columbia","Canada",69,21656,"Hannah J Hayes","0-1 Miles"
"Bellingham","Washington","United States",609,21657,"Sara J Green","2-5 Miles"
"Vancouver","British Columbia","Canada",68,21658,"Jocelyn A Powell","2-5 Miles"
"Haney","British Columbia","Canada",50,21659,"Gabrielle B Jenkins","2-5 Miles"
"Mill Valley","California","United States",339,21660,"Allison H Watson","2-5 Miles"
"Berlin","Saarland","Germany",163,21661,"Terry A Champion","1-2 Miles"
"Roissy en Brie","Seine et Marne","France",206,21662,"Orlando L Muñoz","1-2 Miles"
"Stuttgart","Saarland","Germany",177,21663,"Kenneth Goel","0-1 Miles"
"Roubaix","Nord","France",189,21664,"Edwin Yuan","1-2 Miles"
"Colomiers","Garonne (Haute)","France",180,21665,"Karl A Jai","1-2 Miles"
"Berlin","Nordrhein-Westfalen","Germany",153,21666,"Leslie Jimenez","0-1 Miles"
"München","Nordrhein-Westfalen","Germany",159,21667,"Crystal A Zhang","1-2 Miles"
"Bury","England","United Kingdom",234,21668,"Christina F Rogers","0-1 Miles"
"Cheltenham","England","United Kingdom",236,21669,"Jessica Rodriguez","1-2 Miles"
"Lille","Nord","France",187,21670,"Benjamin A Lal","1-2 Miles"
"Roubaix","Nord","France",189,21671,"Nicolas J Jai","2-5 Miles"
"Frankfurt am Main","Saarland","Germany",166,21672,"Craig D Gomez","2-5 Miles"
"Paris","Seine (Paris)","France",196,21673,"Jésus M Gill","1-2 Miles"
"Bottrop","Nordrhein-Westfalen","Germany",155,21674,"Jada S Morris","0-1 Miles"
"Paris","Seine (Paris)","France",202,21675,"Adriana Rana","0-1 Miles"
"Suresnes","Hauts de Seine","France",219,21676,"Valerie A Guo","1-2 Miles"
"Bobigny","Seine Saint Denis","France",220,21677,"Cedric H Chander","1-2 Miles"
"Milton Keynes","England","United Kingdom",260,21678,"Alvin L Tang","0-1 Miles"
"Berkshire","England","United Kingdom",230,21679,"Drew R Yuan","2-5 Miles"
"Salzgitter","Hessen","Germany",135,21680,"Ricky L Torres","2-5 Miles"
"Hannover","Nordrhein-Westfalen","Germany",157,21681,"Casey D Ortega","1-2 Miles"
"Bury","England","United Kingdom",234,21682,"Katrina Goel","1-2 Miles"
"York","England","United Kingdom",279,21683,"Henry Suri","0-1 Miles"
"Roubaix","Nord","France",189,21684,"Mariah R Bennett","1-2 Miles"
"Port Orchard","Washington","United States",632,21685,"Bailey Green","1-2 Miles"
"Burlingame","California","United States",302,21686,"Albert A Ortega","0-1 Miles"
"El Cajon","California","United States",316,21687,"Sarah M Brown","0-1 Miles"
"San Gabriel","California","United States",361,21688,"Jesse Morris","1-2 Miles"
"Bellingham","Washington","United States",609,21689,"Olivia Z Simmons","1-2 Miles"
"Cliffside","British Columbia","Canada",49,21690,"Samantha Thomas","0-1 Miles"
"Oak Bay","British Columbia","Canada",59,21691,"Brandon S Martin","0-1 Miles"
"Yakima","Washington","United States",648,21692,"Savannah L Ward","0-1 Miles"
"Berkeley","California","United States",299,21693,"Alyssa C Ashe","0-1 Miles"
"Berkeley","California","United States",299,21694,"Bobby Sai","0-1 Miles"
"Berkeley","California","United States",299,21695,"Ethan E Rodriguez","1-2 Miles"
"Edmonds","Washington","United States",614,21696,"Gabrielle A Watson","0-1 Miles"
"Woodland Hills","California","United States",385,21697,"Dalton C Powell","1-2 Miles"
"Concord","California","United States",311,21698,"Tracy She","1-2 Miles"
"Mill Valley","California","United States",339,21699,"Logan J Sharma","1-2 Miles"
"Palo Alto","California","United States",352,21700,"Juan M Ramirez","1-2 Miles"
"Lake Oswego","Oregon","United States",542,21701,"Abigail J Sanders","1-2 Miles"
"Shawnee","British Columbia","Canada",64,21702,"Paige Gonzales","0-1 Miles"
"Victoria","British Columbia","Canada",69,21703,"Paige Blue","1-2 Miles"
"Seattle","Washington","United States",637,21704,"Charles D Martinez","1-2 Miles"
"Chula Vista","California","United States",307,21705,"Warren N Sharma","0-1 Miles"
"Burien","Washington","United States",612,21706,"Haley Murphy","1-2 Miles"
"Issaquah","Washington","United States",618,21707,"Cassidy G Simmons","1-2 Miles"
"Everett","Washington","United States",616,21708,"Andrea L Brooks","0-1 Miles"
"Oregon City","Oregon","United States",546,21709,"Katherine J Torres","1-2 Miles"
"Royal Oak","British Columbia","Canada",62,21710,"Brittany Gonzales","1-2 Miles"
"West Covina","California","United States",383,21711,"Hailey J Gray","1-2 Miles"
"El Cajon","California","United States",316,21712,"Megan R Ross","1-2 Miles"
"Downey","California","United States",315,21713,"Jose B Parker","0-1 Miles"
"Burien","Washington","United States",612,21714,"Carmen M Patel","0-1 Miles"
"Walla Walla","Washington","United States",644,21715,"Jonathan F Ross","1-2 Miles"
"Burien","Washington","United States",612,21716,"Gerald C Sara","0-1 Miles"
"Torrance","California","United States",374,21717,"Angel M King","0-1 Miles"
"Lincoln Acres","California","United States",336,21718,"Devin B Roberts","1-2 Miles"
"Lebanon","Oregon","United States",543,21719,"Morgan Torres","1-2 Miles"
"Burbank","California","United States",301,21720,"Raul Jai","0-1 Miles"
"Renton","Washington","United States",635,21721,"Sara Campbell","1-2 Miles"
"Spring Valley","California","United States",372,21722,"Spencer R Wood","1-2 Miles"
"Burlingame","California","United States",302,21723,"Tiffany L Huang","1-2 Miles"
"Concord","California","United States",311,21724,"Mandy Yang","0-1 Miles"
"Victoria","British Columbia","Canada",69,21725,"Gabrielle C Cannata","0-1 Miles"
"Shawnee","British Columbia","Canada",63,21726,"Morgan Hall","0-1 Miles"
"Shawnee","British Columbia","Canada",64,21727,"Arianna Flores","1-2 Miles"
"Burien","Washington","United States",612,21728,"Madison K Harris","1-2 Miles"
"Spokane","Washington","United States",641,21729,"Alexandria L Morgan","1-2 Miles"
"Burbank","California","United States",301,21730,"Noah A Campbell","1-2 Miles"
"La Jolla","California","United States",331,21731,"Alexandra J Diaz","1-2 Miles"
"Newton","British Columbia","Canada",57,21732,"Ian E Johnson","1-2 Miles"
"Marysville","Washington","United States",627,21733,"Ian M Simmons","1-2 Miles"
"Long Beach","California","United States",337,21734,"Grace Garcia","1-2 Miles"
"Daly City","California","United States",314,21735,"Grace R Diaz","0-1 Miles"
"Burbank","California","United States",301,21736,"Thomas D Thompson","0-1 Miles"
"Saint-Denis","Seine Saint Denis","France",223,21737,"Timothy A Rivera","0-1 Miles"
"Peterborough","England","United Kingdom",265,21738,"Francis J Alonso","0-1 Miles"
"Watford","England","United Kingdom",273,21739,"Dale E Rai","0-1 Miles"
"Watford","England","United Kingdom",273,21740,"Taylor Walker","0-1 Miles"
"N. Vancouver","British Columbia","Canada",54,21741,"Alexa E Sanders","5-10 Miles"
"Langford","British Columbia","Canada",51,21742,"Katelyn B Cox","2-5 Miles"
"Chula Vista","California","United States",307,21743,"Theresa Rubio","2-5 Miles"
"Colma","California","United States",310,21744,"Emma Perry","2-5 Miles"
"Langley","British Columbia","Canada",52,21745,"Isabel M Foster","2-5 Miles"
"Lakewood","California","United States",334,21746,"Xavier Hernandez","2-5 Miles"
